Feature,Type,Is_Engineered,Missing_Count,Missing_Pct,Valid_Count,Mean_Overall,Std_Overall,Mean_Positive,Mean_Negative,Std_Positive,Std_Negative,Mean_Difference,Mean_Ratio,T_Statistic,T_Test_PValue,MannWhitney_Statistic,MannWhitney_PValue,Cohens_D,KS_Statistic,KS_PValue,PointBiserial_Correlation,PointBiserial_PValue,AUC_ROC,Is_Monotonic,Bin_Rate_Spread,Bin_Rate_Range,Nonlinearity_Score,Linear_AUC,Spline_AUC,Permutation_Importance,Is_Temporal,Temporal_Patterns,Has_Monotonic_Recency,Cyclical_Variation,Feature_Origin,Unique_Values,Unique_Ratio,Chi2_Statistic,Chi2_PValue,Degrees_Freedom,Cramers_V,Best_Category_Rate,Worst_Category_Rate,Rate_Spread,Best_Category,Worst_Category,Best_Category_Rate_30plus,Worst_Category_Rate_30plus,Categories_30plus,Information_Value,Max_WoE,Min_WoE,WoE_Range,IV_Power,Encoded_AUC,Skip_Reason,AUC_Normalized,KS_Normalized,CohensD_Normalized,Correlation_Normalized,BinSpread_Normalized,Nonlinearity_Normalized,PermImportance_Normalized,Predictiveness_Score,CramersV_Normalized,IV_Normalized,RateSpread_Normalized,EncodedAUC_Normalized,Predictiveness_Rank,Predictiveness_Percentile
Incident_Date_TimeOfDay_Night,Numeric,False,0,0.0,1840739,0.1433369967170794,0.35041627929787067,0.9994776963923744,0.1042278532499094,0.022848135558916526,0.3055559865147299,0.895249843142465,9.589352263663942,3669.2380385117876,0.0,134139240204.5,0.0,2.9956939578545985,0.895249843142465,0.0,0.5221888181712276,0.0,0.9476249215712326,False,0.0,N/A,0.0,0.9476249215712326,0.9476249215712326,0.4468522859373759,True,,False,0.0,Temporal,,,,,,,,,,,,,,,,,,,,,,0.8952498431424651,0.895249843142465,1.0,0.5221888181712276,0.0,0.0,0.4468522859373759,0.6586936107161533,,,,,11.0,0.9441340782122905
Incident_Within_730_Days,Numeric,False,0,0.0,1840739,0.1273178870008187,0.333328821152719,0.9749045552336065,0.08859949804752075,0.1564160083631327,0.28416486916092776,0.8863050571860858,11.003498515033652,1497.8596369328716,0.0,133506159138.0,0.0,3.1675791875096175,0.8863050571860858,0.0,0.5434729702703428,0.0,0.943152528593043,False,0.0,N/A,0.0,0.943152528593043,0.943152528593043,0.44272991982455956,True,,False,0.0,Temporal,,,,,,,,,,,,,,,,,,,,,,0.886305057186086,0.8863050571860858,1.0,0.5434729702703428,0.0,0.0,0.44272991982455956,0.6581372035293654,,,,,12.0,0.9385474860335196
Data Source,Categorical,False,0,0.0,1840739,,,,,,,,,,,,,,,,,,,,,,,,,0.2792148966405559,False,,,,Original,6.0,3.2595604265460774e-06,136267.24996841853,0.0,5.0,0.27208189190980697,0.11447977779707612,0.0,0.11447977779707612,Inquiry,1. Invoiced Media Budget,0.11447977779707612,0.0,6.0,6.152581959183763,1.4817897510444897,-8.695581043983415,10.177370795027905,Suspicious,0.7795056143009873,,,,,,,,0.2792148966405559,0.6437543917638313,0.27208189190980697,1.0,1.0,0.5590112286019746,13.0,0.9329608938547486
Call_Season,Categorical,False,0,0.0,1840739,,,,,,,,,,,,,,,,,,,,,,,,,0.1643202892072685,True,,,0.0,Temporal,5.0,2.7163003554550645e-06,133670.86168488392,0.0,4.0,0.26947734936674544,0.1300470015289654,0.0014918476238605625,0.12855515390510483,Winter,Unknown,0.1300470015289654,0.0014918476238605625,5.0,2.835779575724931,1.1855351933874887,-3.420168506163397,4.605703699550886,Suspicious,0.6648915788255336,,,,,,,,0.1643202892072685,0.6414848543704368,0.26947734936674544,1.0,1.0,0.32978315765106725,14.0,0.9273743016759777
Incident_Within_365_Days,Numeric,False,0,0.0,1840739,0.10767523261038094,0.30996988416591575,0.8758409709872782,0.07258485076059776,0.3297649418258356,0.259453904271049,0.8032561202266805,12.06644142882648,681.173080803064,0.0,127628242121.5,0.0,3.055152854542674,0.8032561202266805,0.0,0.529666042259331,0.0,0.9016280601133403,False,0.0,N/A,0.0,0.9016280601133403,0.9016280601133403,0.40131007038436184,True,,False,0.0,Temporal,,,,,,,,,,,,,,,,,,,,,,0.8032561202266806,0.8032561202266805,1.0,0.529666042259331,0.0,0.0,0.40131007038436184,0.6207860589758922,,,,,15.0,0.9217877094972067
Consumer Gender,Categorical,False,1144805,62.19268456853471,695934,,,,,,,,,,,,,,,,,,,,,,,,,0.21766275522562273,False,,,,Original,3.0,4.310753605945392e-06,58171.98491224533,0.0,2.0,0.2891165242167147,0.19552802929505822,0.0024418270611893133,0.1930862022338689,F, ,0.19552802929505822,0.0024418270611893133,3.0,2.0239318717920067,0.6208108253052619,-3.977270702143525,4.5980815274487865,Suspicious,0.7181896588838627,,,,,,,,0.21766275522562273,0.6203854420031809,0.2891165242167147,1.0,1.0,0.4363793177677253,16.0,0.9162011173184358
Case_Urgency_Score,Numeric,False,0,0.0,1840739,0.11312902046406362,0.6423041210321682,1.3909939935085123,0.054755198752958256,1.5728577441988456,0.49029744183889223,1.336238794755554,25.403866137819467,240.37871319910414,0.0,104625998278.5,0.0,2.2985336704713766,0.5257270385455944,0.0,0.4252173300420712,0.0,0.7391290070066268,True,0.4397722204709749,0.020-0.460,0.04783569243269836,0.7391290070066268,0.7869646994393251,0.2389448021846362,True,,False,0.0,Temporal,,,,,,,,,,,,,,,,,,,,,,0.4782580140132535,0.5257270385455944,1.0,0.4252173300420712,1.0,0.04783569243269836,0.2389448021846362,0.5789185476617658,,,,,17.0,0.9106145251396648
Multi_Touch_Engagement_Score,Numeric,True,1466417,79.66458036690699,374322,0.11676652003068043,0.08950544736990743,0.009195051913938943,0.13036614844547548,0.020243011364551283,0.08558240750231823,-0.12117109653153653,0.07053250646934338,-679.5516974735393,0.0,2002435696.0,0.0,-1.4973886330570771,0.6940725976477005,0.0,-0.42732980193718506,0.0,0.856569401281013,True,0.22901437472403474,0.000-0.229,0.0,0.856569401281013,0.856393972540544,0.3555190687624661,False,,,,Engineered,,,,,,,,,,,,,,,,,,,,,,0.713138802562026,0.6940725976477005,0.7486943165285386,0.42732980193718506,1.0,0.0,0.3555190687624661,0.5764701282437887,,,,,18.0,0.9050279329608939
Incident_to_Inquiry_Within_30d,Numeric,False,0,0.0,1840739,0.07129527868970018,0.2573175040621126,0.6861577108179026,0.04320790580835595,0.4640560146442946,0.20332487838154398,0.6429498050095466,15.88037048260511,391.1774670313173,0.0,116282314617.0,0.0,2.9062584941052334,0.6429498050095466,0.0,0.5107111352435934,0.0,0.8214749025047732,False,0.0,N/A,0.0,0.8214749025047732,0.8214749025047732,0.3210806227036659,True,,False,0.0,Temporal,,,,,,,,,,,,,,,,,,,,,,0.6429498050095463,0.6429498050095466,1.0,0.5107111352435934,0.0,0.0,0.3210806227036659,0.5498011954454302,,,,,19.0,0.8994413407821229
Incident_to_Call_Within_30d,Numeric,False,0,0.0,1840739,0.0694253775250049,0.2541761782270726,0.6706005247907677,0.04196324998892251,0.4699980935994205,0.20050525797920848,0.6286372748018452,15.98065843711364,377.7194411273125,0.0,115269323145.5,0.0,2.86645849364316,0.6286372748018452,0.0,0.5055136321213732,0.0,0.8143186374009225,False,0.0,N/A,0.0,0.8143186374009225,0.8143186374009225,0.3137902936364061,True,,False,0.0,Temporal,,,,,,,,,,,,,,,,,,,,,,0.628637274801845,0.6286372748018452,1.0,0.5055136321213732,0.0,0.0,0.3137902936364061,0.5429186350443127,,,,,20.0,0.8938547486033519
Retention by Atty,Categorical,False,1138318,61.84027176041796,702421,,,,,,,,,,,,,,,,,,,,,,,,,0.16994637484663222,False,,,,Original,10.0,1.4236476415141347e-05,84033.06334126212,0.0,9.0,0.3458807199526966,0.7002012072434608,0.07510350297066967,0.6250977042727911,Not Retained/Lost,No Retention Data,0.7002012072434608,0.07510350297066967,9.0,0.7321550236496881,2.894033273565277,-0.4650375346462407,3.3590708082115177,Suspicious,0.6705842159384242,,,,,,,,0.16994637484663222,0.5327839080916027,0.3458807199526966,0.7321550236496881,1.0,0.3411684318768484,21.0,0.888268156424581
